file,output,status,chunksize,chunk_count,total_raw_rows,total_after_clean,total_removed_bad_coord,total_matched_nta,total_unmatched_nta,match_rate_after_clean,elapsed_seconds
data\raw\nyc_311\nyc_311_2021_11_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_11_part005_with_nta.csv.gz,done,100000,1,16540,16540,0,16537,3,0.9998186215235793,0.24250507354736328
data\raw\nyc_311\nyc_311_2021_12_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_12_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.6628201007843018
data\raw\nyc_311\nyc_311_2021_12_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_12_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49980,20,0.9996,0.6701006889343262
data\raw\nyc_311\nyc_311_2021_12_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_12_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.6691160202026367
data\raw\nyc_311\nyc_311_2021_12_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_12_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49979,21,0.99958,0.7497906684875488
data\raw\nyc_311\nyc_311_2021_12_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_12_part004_with_nta.csv.gz,done,100000,1,45669,45669,0,45658,11,0.9997591363944908,0.7024059295654297
data\raw\nyc_311\nyc_311_2022_01_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_01_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.8384344577789307
data\raw\nyc_311\nyc_311_2022_01_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_01_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49977,23,0.99954,0.7362802028656006
data\raw\nyc_311\nyc_311_2022_01_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_01_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49974,26,0.99948,0.7379860877990723
data\raw\nyc_311\nyc_311_2022_01_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_01_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.7671999931335449
data\raw\nyc_311\nyc_311_2022_01_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_01_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.6981601715087891
data\raw\nyc_311\nyc_311_2022_01_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_01_part005_with_nta.csv.gz,done,100000,1,26225,26225,0,26223,2,0.9999237368922783,0.37656211853027344
data\raw\nyc_311\nyc_311_2022_02_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_02_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49989,11,0.99978,0.6914455890655518
data\raw\nyc_311\nyc_311_2022_02_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_02_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,0.7052152156829834
data\raw\nyc_311\nyc_311_2022_02_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_02_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49983,17,0.99966,0.6777997016906738
data\raw\nyc_311\nyc_311_2022_02_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_02_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49978,22,0.99956,0.6830830574035645
data\raw\nyc_311\nyc_311_2022_02_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_02_part004_with_nta.csv.gz,done,100000,1,39608,39608,0,39599,9,0.999772773177136,0.5380246639251709
data\raw\nyc_311\nyc_311_2022_03_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_03_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49964,36,0.99928,0.6800487041473389
data\raw\nyc_311\nyc_311_2022_03_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_03_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49983,17,0.99966,0.660944938659668
data\raw\nyc_311\nyc_311_2022_03_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_03_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49976,24,0.99952,0.6804089546203613
data\raw\nyc_311\nyc_311_2022_03_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_03_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.6687180995941162
data\raw\nyc_311\nyc_311_2022_03_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_03_part004_with_nta.csv.gz,done,100000,1,46875,46875,0,46857,18,0.999616,0.6362276077270508
data\raw\nyc_311\nyc_311_2022_04_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_04_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49972,28,0.99944,0.674370288848877
data\raw\nyc_311\nyc_311_2022_04_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_04_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.6739439964294434
data\raw\nyc_311\nyc_311_2022_04_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_04_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,0.6856539249420166
data\raw\nyc_311\nyc_311_2022_04_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_04_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,0.6819171905517578
data\raw\nyc_311\nyc_311_2022_04_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_04_part004_with_nta.csv.gz,done,100000,1,31532,31532,0,31517,15,0.9995242927819358,0.43398499488830566
data\raw\nyc_311\nyc_311_2022_05_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_05_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.675443172454834
data\raw\nyc_311\nyc_311_2022_05_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_05_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49982,18,0.99964,0.6690611839294434
data\raw\nyc_311\nyc_311_2022_05_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_05_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49979,21,0.99958,0.667224645614624
data\raw\nyc_311\nyc_311_2022_05_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_05_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.6717369556427002
data\raw\nyc_311\nyc_311_2022_05_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_05_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49979,21,0.99958,0.6698923110961914
data\raw\nyc_311\nyc_311_2022_05_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_05_part005_with_nta.csv.gz,done,100000,1,21789,21789,0,21780,9,0.9995869475423379,0.3020915985107422
data\raw\nyc_311\nyc_311_2022_06_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_06_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49983,17,0.99966,0.6733241081237793
data\raw\nyc_311\nyc_311_2022_06_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_06_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49980,20,0.9996,0.6786832809448242
data\raw\nyc_311\nyc_311_2022_06_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_06_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49983,17,0.99966,0.6729490756988525
data\raw\nyc_311\nyc_311_2022_06_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_06_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.6768486499786377
data\raw\nyc_311\nyc_311_2022_06_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_06_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.6628105640411377
data\raw\nyc_311\nyc_311_2022_06_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_06_part005_with_nta.csv.gz,done,100000,1,17085,17085,0,17079,6,0.9996488147497805,0.25148797035217285
data\raw\nyc_311\nyc_311_2022_07_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_07_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.7142319679260254
data\raw\nyc_311\nyc_311_2022_07_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_07_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.6996555328369141
data\raw\nyc_311\nyc_311_2022_07_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_07_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49982,18,0.99964,0.7317543029785156
data\raw\nyc_311\nyc_311_2022_07_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_07_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,0.7091012001037598
data\raw\nyc_311\nyc_311_2022_07_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_07_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.6950809955596924
data\raw\nyc_311\nyc_311_2022_07_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_07_part005_with_nta.csv.gz,done,100000,1,40070,40070,0,40056,14,0.9996506114299976,0.5763421058654785
data\raw\nyc_311\nyc_311_2022_08_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_08_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49977,23,0.99954,0.7004640102386475
data\raw\nyc_311\nyc_311_2022_08_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_08_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49983,17,0.99966,0.7028782367706299
data\raw\nyc_311\nyc_311_2022_08_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_08_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.713282585144043
data\raw\nyc_311\nyc_311_2022_08_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_08_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49982,18,0.99964,0.7179834842681885
data\raw\nyc_311\nyc_311_2022_08_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_08_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.7251343727111816
data\raw\nyc_311\nyc_311_2022_08_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_08_part005_with_nta.csv.gz,done,100000,1,14420,14420,0,14418,2,0.9998613037447989,0.2185957431793213
data\raw\nyc_311\nyc_311_2022_09_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_09_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49982,18,0.99964,0.6986989974975586
data\raw\nyc_311\nyc_311_2022_09_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_09_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.6880810260772705
data\raw\nyc_311\nyc_311_2022_09_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_09_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.7037613391876221
data\raw\nyc_311\nyc_311_2022_09_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_09_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49997,3,0.99994,0.7109997272491455
data\raw\nyc_311\nyc_311_2022_09_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_09_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.7284009456634521
data\raw\nyc_311\nyc_311_2022_09_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_09_part005_with_nta.csv.gz,done,100000,1,17951,17951,0,17946,5,0.9997214639852933,0.2685811519622803
data\raw\nyc_311\nyc_311_2022_10_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_10_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49998,2,0.99996,0.7391738891601562
data\raw\nyc_311\nyc_311_2022_10_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_10_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.7357580661773682
data\raw\nyc_311\nyc_311_2022_10_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_10_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.6861402988433838
data\raw\nyc_311\nyc_311_2022_10_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_10_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.6706998348236084
data\raw\nyc_311\nyc_311_2022_10_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_10_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,0.6662647724151611
data\raw\nyc_311\nyc_311_2022_10_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_10_part005_with_nta.csv.gz,done,100000,1,13356,13356,0,13354,2,0.9998502545672358,0.19896578788757324
data\raw\nyc_311\nyc_311_2022_11_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_11_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49982,18,0.99964,0.712505578994751
data\raw\nyc_311\nyc_311_2022_11_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_11_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.7031404972076416
data\raw\nyc_311\nyc_311_2022_11_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_11_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49989,11,0.99978,0.7159736156463623
data\raw\nyc_311\nyc_311_2022_11_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_11_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.7185807228088379
data\raw\nyc_311\nyc_311_2022_11_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_11_part004_with_nta.csv.gz,done,100000,1,43309,43309,0,43299,10,0.9997691011106237,0.6355195045471191
data\raw\nyc_311\nyc_311_2022_12_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_12_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.7099902629852295
data\raw\nyc_311\nyc_311_2022_12_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_12_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49977,23,0.99954,0.71958327293396
data\raw\nyc_311\nyc_311_2022_12_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_12_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.7275772094726562
data\raw\nyc_311\nyc_311_2022_12_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_12_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.7162244319915771
data\raw\nyc_311\nyc_311_2022_12_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_12_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49996,4,0.99992,0.7042562961578369
data\raw\nyc_311\nyc_311_2022_12_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2022_12_part005_with_nta.csv.gz,done,100000,1,7157,7157,0,7156,1,0.9998602766522285,0.13473105430603027
data\raw\nyc_311\nyc_311_2023_01_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_01_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.6650748252868652
data\raw\nyc_311\nyc_311_2023_01_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_01_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.6808083057403564
data\raw\nyc_311\nyc_311_2023_01_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_01_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.6765186786651611
data\raw\nyc_311\nyc_311_2023_01_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_01_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49999,1,0.99998,0.6959846019744873
data\raw\nyc_311\nyc_311_2023_01_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_01_part004_with_nta.csv.gz,done,100000,1,37816,37816,0,37808,8,0.9997884493336154,0.5487167835235596
data\raw\nyc_311\nyc_311_2023_02_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_02_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.7179338932037354
data\raw\nyc_311\nyc_311_2023_02_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_02_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,0.7173252105712891
data\raw\nyc_311\nyc_311_2023_02_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_02_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.7017476558685303
data\raw\nyc_311\nyc_311_2023_02_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_02_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.7155678272247314
data\raw\nyc_311\nyc_311_2023_02_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_02_part004_with_nta.csv.gz,done,100000,1,21200,21200,0,21197,3,0.9998584905660377,0.3138258457183838
data\raw\nyc_311\nyc_311_2023_03_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_03_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49996,4,0.99992,0.7089567184448242
data\raw\nyc_311\nyc_311_2023_03_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_03_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.7298252582550049
data\raw\nyc_311\nyc_311_2023_03_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_03_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.6785600185394287
data\raw\nyc_311\nyc_311_2023_03_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_03_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.6833593845367432
data\raw\nyc_311\nyc_311_2023_03_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_03_part004_with_nta.csv.gz,done,100000,1,47307,47307,0,47300,7,0.9998520303549158,0.6486213207244873
data\raw\nyc_311\nyc_311_2023_04_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_04_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.6878628730773926
data\raw\nyc_311\nyc_311_2023_04_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_04_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.6846933364868164
data\raw\nyc_311\nyc_311_2023_04_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_04_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.686192512512207
data\raw\nyc_311\nyc_311_2023_04_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_04_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.728489875793457
data\raw\nyc_311\nyc_311_2023_04_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_04_part004_with_nta.csv.gz,done,100000,1,43576,43576,0,43556,20,0.9995410317606022,0.63958740234375
data\raw\nyc_311\nyc_311_2023_05_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_05_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.7194027900695801
data\raw\nyc_311\nyc_311_2023_05_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_05_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.7037327289581299
data\raw\nyc_311\nyc_311_2023_05_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_05_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.6886386871337891
data\raw\nyc_311\nyc_311_2023_05_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_05_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49982,18,0.99964,0.7013447284698486
data\raw\nyc_311\nyc_311_2023_05_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_05_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,0.716397762298584
data\raw\nyc_311\nyc_311_2023_05_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_05_part005_with_nta.csv.gz,done,100000,1,26353,26353,0,26349,4,0.9998482146245209,0.35541605949401855
data\raw\nyc_311\nyc_311_2023_06_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_06_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.6792550086975098
data\raw\nyc_311\nyc_311_2023_06_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_06_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49980,20,0.9996,0.6735091209411621
data\raw\nyc_311\nyc_311_2023_06_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_06_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.6820449829101562
data\raw\nyc_311\nyc_311_2023_06_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_06_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.6871192455291748
data\raw\nyc_311\nyc_311_2023_06_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_06_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.6781988143920898
data\raw\nyc_311\nyc_311_2023_06_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_06_part005_with_nta.csv.gz,done,100000,1,12815,12815,0,12812,3,0.9997658993367148,0.1934053897857666
data\raw\nyc_311\nyc_311_2023_07_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_07_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.7003860473632812
data\raw\nyc_311\nyc_311_2023_07_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_07_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.675501823425293
data\raw\nyc_311\nyc_311_2023_07_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_07_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.6749362945556641
data\raw\nyc_311\nyc_311_2023_07_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_07_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.6845042705535889
data\raw\nyc_311\nyc_311_2023_07_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_07_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.6794941425323486
data\raw\nyc_311\nyc_311_2023_07_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_07_part005_with_nta.csv.gz,done,100000,1,34901,34901,0,34894,7,0.999799432681012,0.47808384895324707
data\raw\nyc_311\nyc_311_2023_08_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_08_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.6843881607055664
data\raw\nyc_311\nyc_311_2023_08_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_08_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.6749029159545898
data\raw\nyc_311\nyc_311_2023_08_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_08_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.677849531173706
data\raw\nyc_311\nyc_311_2023_08_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_08_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.6806137561798096
data\raw\nyc_311\nyc_311_2023_08_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_08_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.6737706661224365
data\raw\nyc_311\nyc_311_2023_08_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_08_part005_with_nta.csv.gz,done,100000,1,28670,28670,0,28663,7,0.9997558423439135,0.3944363594055176
data\raw\nyc_311\nyc_311_2023_09_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_09_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.6911494731903076
data\raw\nyc_311\nyc_311_2023_09_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_09_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49979,21,0.99958,0.6815345287322998
data\raw\nyc_311\nyc_311_2023_09_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_09_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.7035324573516846
data\raw\nyc_311\nyc_311_2023_09_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_09_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.69154953956604
data\raw\nyc_311\nyc_311_2023_09_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_09_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.7069182395935059
data\raw\nyc_311\nyc_311_2023_09_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_09_part005_with_nta.csv.gz,done,100000,1,29050,29050,0,29048,2,0.9999311531841653,0.3916141986846924
data\raw\nyc_311\nyc_311_2023_10_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_10_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49989,11,0.99978,0.6864831447601318
data\raw\nyc_311\nyc_311_2023_10_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_10_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.6730756759643555
data\raw\nyc_311\nyc_311_2023_10_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_10_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.6767153739929199
data\raw\nyc_311\nyc_311_2023_10_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_10_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.7236173152923584
data\raw\nyc_311\nyc_311_2023_10_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_10_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.7277543544769287
data\raw\nyc_311\nyc_311_2023_10_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2023_10_part005_with_nta.csv.gz,done,100000,1,48980,48980,0,48977,3,0.9999387505104124,0.691796064376831
