score_col,model_label,global_threshold_fallback,complaint_category,threshold,threshold_strategy,note,validation_rows,validation_positive_rows,validation_f1,validation_precision,validation_recall,validation_pr_auc,validation_roc_auc,validation_predicted_positive_share
xgb_score,Tuned XGBoost,0.350892,housing,0.360667,best_f1,Max validation F1.,13624,1626,0.3799562150328387,0.3142857142857143,0.48031980319803197,0.3697118941162353,0.7723330067106305,0.18239870816206694
xgb_score,Tuned XGBoost,0.350892,infrastructure,0.355,best_f1,Max validation F1.,13624,1734,0.3507476462986893,0.25794189519413524,0.5478662053056517,0.2750799835689249,0.7288348936764633,0.27033176746917204
xgb_score,Tuned XGBoost,0.350892,noise,0.391249,best_f1,Max validation F1.,13624,1884,0.4039951080309825,0.32792852415618795,0.5260084925690022,0.3429682557959527,0.7587617821735624,0.22181444509688786
xgb_score,Tuned XGBoost,0.350892,other,0.373361,best_f1,Max validation F1.,13624,1802,0.37948939852877545,0.3109929078014184,0.48668146503884574,0.3134413963451802,0.7554662566884179,0.20698766881972988
xgb_score,Tuned XGBoost,0.350892,parking_traffic,0.340502,best_f1,Max validation F1.,13624,1884,0.3769302325581395,0.29017473503294183,0.5376857749469215,0.3129716912798908,0.7379519137215754,0.25623899001761596
xgb_score,Tuned XGBoost,0.350892,public_safety,0.31,best_f1,Max validation F1.,13624,1839,0.40348015225666123,0.30261011419249595,0.6052202283849919,0.3276090379572737,0.7770048284436373,0.2699647680563711
xgb_score,Tuned XGBoost,0.350892,sanitation,0.308317,best_f1,Max validation F1.,13624,1651,0.3502396166134185,0.26124515936848375,0.5311932162325863,0.2778622091085242,0.745783630977088,0.2464034057545508
xgb_score,Tuned XGBoost,0.350892,water_sewer,0.337282,best_f1,Max validation F1.,13624,1659,0.39268148731064334,0.29147196261682246,0.6015672091621459,0.35000125309152696,0.7830247051186817,0.25132119788608337
ensemble_lgbm_w0p500_score,Ensemble LGBM(0.50) + XGB(0.50),0.345,environment,0.369846,best_f1,Max validation F1.,13624,1495,0.35483073881887817,0.28134796238244514,0.4802675585284281,0.2850746198713731,0.7660911092048108,0.18731650029359953
ensemble_lgbm_w0p500_score,Ensemble LGBM(0.50) + XGB(0.50),0.345,housing,0.41,best_f1,Max validation F1.,13624,1626,0.38272311212814647,0.35775401069518714,0.4114391143911439,0.3718668226041131,0.7741574190204312,0.13725778038755138
ensemble_lgbm_w0p500_score,Ensemble LGBM(0.50) + XGB(0.50),0.345,infrastructure,0.371019,best_f1,Max validation F1.,13624,1734,0.34767236299351795,0.26362823949955316,0.5103806228373703,0.274823805584443,0.7284617839615933,0.2464034057545508
ensemble_lgbm_w0p500_score,Ensemble LGBM(0.50) + XGB(0.50),0.345,noise,0.394646,best_f1,Max validation F1.,13624,1884,0.4060334284549531,0.32958305757776307,0.5286624203821656,0.344287783021925,0.7600038610806686,0.22181444509688786
ensemble_lgbm_w0p500_score,Ensemble LGBM(0.50) + XGB(0.50),0.345,other,0.335,best_f1,Max validation F1.,13624,1802,0.380180859080633,0.28779235596120933,0.5599334073251943,0.31471460140935154,0.7568411646601804,0.2573399882560188
ensemble_lgbm_w0p500_score,Ensemble LGBM(0.50) + XGB(0.50),0.345,parking_traffic,0.32,best_f1,Max validation F1.,13624,1884,0.3751505764928584,0.2775655716832187,0.578556263269639,0.3122361161904389,0.7374217837288455,0.2882413388138579
ensemble_lgbm_w0p500_score,Ensemble LGBM(0.50) + XGB(0.50),0.345,public_safety,0.325302,best_f1,Max validation F1.,13624,1839,0.40547216416492493,0.3116238317757009,0.5802066340402393,0.3259251549959942,0.7771687449807049,0.25132119788608337
ensemble_lgbm_w0p500_score,Ensemble LGBM(0.50) + XGB(0.50),0.345,sanitation,0.310762,best_f1,Max validation F1.,13624,1651,0.35428571428571426,0.26255841121495327,0.544518473652332,0.2804904340323427,0.7468908314452521,0.25132119788608337
ensemble_lgbm_w0p500_score,Ensemble LGBM(0.50) + XGB(0.50),0.345,water_sewer,0.381955,best_f1,Max validation F1.,13624,1659,0.39236939085194017,0.3063642518618822,0.5455093429776974,0.34996239807138246,0.7818194366883318,0.21682325308279507
