year,complaint_type,rows,period
2021,Unlicensed Dog,1,2020-2025
2021,Facades,1,2020-2025
2021,SRGOVG,1,2020-2025
2021,Change Collection Schedule,1,2020-2025
2021,Special Operations,1,2020-2025
2021,Forensic Engineering,1,2020-2025
2022,Illegal Parking,403013,2020-2025
2022,Noise - Residential,376159,2020-2025
2022,HEAT/HOT WATER,264380,2020-2025
2022,Blocked Driveway,155658,2020-2025
2022,Noise - Street/Sidewalk,151753,2020-2025
2022,UNSANITARY CONDITION,99240,2020-2025
2022,Noise - Vehicle,63939,2020-2025
2022,Water System,62222,2020-2025
2022,Abandoned Vehicle,61830,2020-2025
2022,Noise - Commercial,60966,2020-2025
2022,Street Condition,60197,2020-2025
2022,PLUMBING,57544,2020-2025
2022,Missed Collection,55440,2020-2025
2022,Street Light Condition,54711,2020-2025
2022,PAINT/PLASTER,51770,2020-2025
2022,Noise,47312,2020-2025
2022,Request Large Bulky Item Collection,47002,2020-2025
2022,Derelict Vehicles,44295,2020-2025
2022,Encampment,42826,2020-2025
2022,Dirty Condition,42078,2020-2025
2022,DOOR/WINDOW,41727,2020-2025
2022,Rodent,40791,2020-2025
2022,Traffic Signal Condition,39485,2020-2025
2022,General Construction/Plumbing,38165,2020-2025
2022,Homeless Person Assistance,35789,2020-2025
2022,WATER LEAK,35676,2020-2025
2022,Illegal Dumping,28781,2020-2025
2022,Sewer,28065,2020-2025
2022,GENERAL,28024,2020-2025
2022,ELECTRIC,26971,2020-2025
2022,Noise - Helicopter,26216,2020-2025
2022,Damaged Tree,24304,2020-2025
2022,FLOORING/STAIRS,23293,2020-2025
2022,Consumer Complaint,23256,2020-2025
2022,Sidewalk Condition,22126,2020-2025
2022,APPLIANCE,19378,2020-2025
2022,New Tree Request,19295,2020-2025
2022,Maintenance or Facility,18250,2020-2025
2022,Overgrown Tree/Branches,17957,2020-2025
2022,Building/Use,17623,2020-2025
2022,Graffiti,15892,2020-2025
2022,Non-Emergency Police Matter,14853,2020-2025
2022,Elevator,14663,2020-2025
2022,For Hire Vehicle Complaint,14074,2020-2025
2022,Obstruction,11984,2020-2025
2022,Air Quality,11961,2020-2025
2022,SAFETY,11280,2020-2025
2022,Food Establishment,10175,2020-2025
2022,Electronics Waste Appointment,9272,2020-2025
2022,Dead Animal,9213,2020-2025
2022,Dead/Dying Tree,9160,2020-2025
2022,Illegal Fireworks,8857,2020-2025
2022,Lead,8660,2020-2025
2022,Root/Sewer/Sidewalk Condition,8387,2020-2025
2022,Noise - Park,8262,2020-2025
2022,Residential Disposal Complaint,7834,2020-2025
2022,Street Sweeping Complaint,7436,2020-2025
2022,Animal-Abuse,7431,2020-2025
2022,Lost Property,7232,2020-2025
2022,Drug Activity,6941,2020-2025
2022,Taxi Complaint,6670,2020-2025
2022,Panhandling,6570,2020-2025
2022,Curb Condition,6488,2020-2025
2022,Indoor Air Quality,5999,2020-2025
2022,Snow or Ice,5683,2020-2025
2022,Outdoor Dining,5258,2020-2025
2022,Real Time Enforcement,5005,2020-2025
2022,Street Sign - Damaged,4994,2020-2025
2022,Broken Parking Meter,4648,2020-2025
2022,Animal in a Park,4430,2020-2025
2022,Traffic,4273,2020-2025
2022,Smoking,4261,2020-2025
2022,Street Sign - Missing,4185,2020-2025
2022,Illegal Tree Damage,3779,2020-2025
2022,Violation of Park Rules,3759,2020-2025
2022,Water Conservation,3627,2020-2025
2022,Street Sign - Dangling,3552,2020-2025
2022,Boilers,3532,2020-2025
2022,Special Projects Inspection Team (SPIT),3498,2020-2025
2022,Emergency Response Team (ERT),3120,2020-2025
2022,Drinking,3050,2020-2025
2022,Mobile Food Vendor,3049,2020-2025
2022,Sanitation Worker or Vehicle Complaint,2836,2020-2025
2022,Litter Basket Request,2772,2020-2025
2022,Plumbing,2770,2020-2025
2022,Illegal Posting,2536,2020-2025
2022,Food Poisoning,2420,2020-2025
2022,Unsanitary Animal Pvt Property,2033,2020-2025
2022,Lot Condition,1946,2020-2025
2022,Electrical,1805,2020-2025
2022,Hazardous Materials,1792,2020-2025
2022,ELEVATOR,1766,2020-2025
2022,Abandoned Bike,1649,2020-2025
2022,Unleashed Dog,1627,2020-2025
2022,Dumpster Complaint,1603,2020-2025
2022,Commercial Disposal Complaint,1535,2020-2025
2022,Bike/Roller/Skate Chronic,1519,2020-2025
2022,Noise - House of Worship,1503,2020-2025
2022,Day Care,1469,2020-2025
2022,Litter Basket Complaint,1412,2020-2025
2022,Asbestos,1393,2020-2025
2022,Non-Residential Heat,1251,2020-2025
2022,Vaccine Mandate Non-Compliance,1241,2020-2025
2022,Standing Water,1236,2020-2025
2022,Bus Stop Shelter Complaint,1207,2020-2025
2022,School Maintenance,1198,2020-2025
2022,Water Quality,1157,2020-2025
2022,Face Covering Violation,1085,2020-2025
2022,Unsanitary Pigeon Condition,968,2020-2025
2022,Construction Lead Dust,810,2020-2025
2022,Urinating in Public,789,2020-2025
2022,OUTSIDE BUILDING,766,2020-2025
2022,Taxi Report,754,2020-2025
2022,Industrial Waste,736,2020-2025
2022,Uprooted Stump,550,2020-2025
2022,Harboring Bees/Wasps,461,2020-2025
2022,Illegal Animal Kept as Pet,447,2020-2025
2022,Investigations and Discipline (IAD),444,2020-2025
2022,BEST/Site Safety,442,2020-2025
2022,Indoor Sewage,439,2020-2025
2022,Wood Pile Remaining,438,2020-2025
2022,Adopt-A-Basket,365,2020-2025
2022,Mosquitoes,365,2020-2025
2022,For Hire Vehicle Report,308,2020-2025
2022,Drinking Water,306,2020-2025
2022,Mold,281,2020-2025
2022,Green Taxi Complaint,234,2020-2025
2022,E-Scooter,230,2020-2025
2022,Bike Rack Condition,227,2020-2025
2022,Tattooing,216,2020-2025
2022,Beach/Pool/Sauna Complaint,211,2020-2025
2022,Private School Vaccine Mandate Non-Compliance,205,2020-2025
2022,Seasonal Collection,205,2020-2025
2022,Bus Stop Shelter Placement,196,2020-2025
2022,Scaffold Safety,190,2020-2025
2022,Disorderly Youth,154,2020-2025
2022,Pet Shop,153,2020-2025
2022,AHV Inspection Unit,153,2020-2025
2022,Animal Facility - No Permit,144,2020-2025
2022,Poison Ivy,130,2020-2025
2022,Plant,119,2020-2025
2022,Incorrect Data,103,2020-2025
2022,Cranes and Derricks,96,2020-2025
2022,Found Property,96,2020-2025
2022,Private or Charter School Reopening,93,2020-2025
2022,Unsanitary Animal Facility,93,2020-2025
2022,Illegal Animal Sold,87,2020-2025
2022,Squeegee,86,2020-2025
2022,Taxi Compliment,85,2020-2025
2022,LinkNYC,81,2020-2025
2022,Posting Advertisement,80,2020-2025
2022,DEP Street Condition,78,2020-2025
2022,Recycling Basket Complaint,76,2020-2025
2022,Institution Disposal Complaint,57,2020-2025
2022,Special Natural Area District (SNAD),53,2020-2025
2022,Building Drinking Water Tank,48,2020-2025
2022,X-Ray Machine/Equipment,38,2020-2025
2022,Municipal Parking Facility,37,2020-2025
2022,Public Toilet,35,2020-2025
2022,Lifeguard,32,2020-2025
2022,Borough Office,30,2020-2025
2022,Dept of Investigations,30,2020-2025
2022,Window Guard,24,2020-2025
2022,Cooling Tower,24,2020-2025
2022,Radioactive Material,23,2020-2025
2022,Green Taxi Report,22,2020-2025
2022,Public Payphone Complaint,20,2020-2025
2022,Bottled Water,17,2020-2025
2022,FHV Licensee Complaint,17,2020-2025
2022,Highway Condition,16,2020-2025
2022,Retailer Complaint,14,2020-2025
2022,Taxi Licensee Complaint,13,2020-2025
2022,Dispatched Taxi Complaint,11,2020-2025
2022,Calorie Labeling,10,2020-2025
2022,Building Condition,7,2020-2025
2022,Internal Code,7,2020-2025
2022,Transfer Station Complaint,5,2020-2025
2022,ZTESTINT,5,2020-2025
2022,Special Operations,5,2020-2025
2022,Oil or Gas Spill,4,2020-2025
2022,DEP Sidewalk Condition,3,2020-2025
2022,Dispatched Taxi Compliment,2,2020-2025
2022,Mass Gathering Complaint,2,2020-2025
2022,Tanning,2,2020-2025
2022,DSNY Internal,2,2020-2025
2022,Facade Insp Safety Pgm,1,2020-2025
2022,Building Marshals office,1,2020-2025
2022,MOLD,1,2020-2025
2022,COVID-19 Non-essential Construction,1,2020-2025
2022,Facades,1,2020-2025
2022,DEP Highway Condition,1,2020-2025
2022,Trans Fat,1,2020-2025
2023,Illegal Parking,473532,2020-2025
2023,Noise - Residential,297479,2020-2025
2023,HEAT/HOT WATER,229496,2020-2025
2023,Blocked Driveway,166081,2020-2025
2023,Noise - Street/Sidewalk,145891,2020-2025
2023,UNSANITARY CONDITION,115423,2020-2025
2023,Noise - Commercial,67559,2020-2025
2023,Abandoned Vehicle,64160,2020-2025
2023,PLUMBING,61338,2020-2025
2023,PAINT/PLASTER,59205,2020-2025
2023,Noise - Helicopter,59124,2020-2025
2023,Missed Collection,55895,2020-2025
2023,Water System,52942,2020-2025
2023,Noise,51998,2020-2025
2023,Noise - Vehicle,50482,2020-2025
2023,Dirty Condition,49162,2020-2025
2023,Derelict Vehicles,46916,2020-2025
2023,Street Condition,46826,2020-2025
2023,DOOR/WINDOW,44229,2020-2025
2023,WATER LEAK,43128,2020-2025
2023,Rodent,41563,2020-2025
2023,Homeless Person Assistance,39173,2020-2025
2023,General Construction/Plumbing,37840,2020-2025
2023,Traffic Signal Condition,35757,2020-2025
2023,Illegal Dumping,34836,2020-2025
2023,Encampment,33252,2020-2025
2023,Street Light Condition,32647,2020-2025
2023,GENERAL,29765,2020-2025
2023,Sewer,29734,2020-2025
2023,Damaged Tree,28732,2020-2025
2023,ELECTRIC,28113,2020-2025
2023,FLOORING/STAIRS,25674,2020-2025
2023,Non-Emergency Police Matter,22848,2020-2025
2023,Sidewalk Condition,22732,2020-2025
2023,New Tree Request,22372,2020-2025
2023,APPLIANCE,21698,2020-2025
2023,Overgrown Tree/Branches,20817,2020-2025
2023,Consumer Complaint,20647,2020-2025
2023,Maintenance or Facility,20288,2020-2025
2023,For Hire Vehicle Complaint,20160,2020-2025
2023,Drug Activity,19170,2020-2025
2023,Building/Use,18535,2020-2025
2023,Elevator,18392,2020-2025
2023,Obstruction,16858,2020-2025
2023,Graffiti,14559,2020-2025
2023,Vendor Enforcement,13871,2020-2025
2023,Residential Disposal Complaint,13189,2020-2025
2023,SAFETY,12361,2020-2025
2023,Air Quality,11633,2020-2025
2023,Food Establishment,11122,2020-2025
2023,Dead/Dying Tree,10820,2020-2025
2023,Lead,10819,2020-2025
2023,Dead Animal,10220,2020-2025
2023,Illegal Fireworks,9278,2020-2025
2023,Root/Sewer/Sidewalk Condition,9179,2020-2025
2023,Electronics Waste Appointment,8465,2020-2025
2023,Street Sweeping Complaint,8395,2020-2025
2023,Noise - Park,8261,2020-2025
2023,Animal-Abuse,7931,2020-2025
2023,Panhandling,7506,2020-2025
2023,Indoor Air Quality,7028,2020-2025
2023,Lost Property,6794,2020-2025
2023,Taxi Complaint,6430,2020-2025
2023,Outdoor Dining,6203,2020-2025
2023,Curb Condition,6118,2020-2025
2023,Bike/Roller/Skate Chronic,5889,2020-2025
2023,Real Time Enforcement,5561,2020-2025
2023,Animal in a Park,5320,2020-2025
2023,Special Projects Inspection Team (SPIT),5318,2020-2025
2023,Street Sign - Damaged,4901,2020-2025
2023,Plumbing,4780,2020-2025
2023,Illegal Tree Damage,4568,2020-2025
2023,Traffic,4542,2020-2025
2023,Smoking,4227,2020-2025
2023,Mobile Food Vendor,4223,2020-2025
2023,Commercial Disposal Complaint,4002,2020-2025
2023,Violation of Park Rules,3949,2020-2025
2023,Illegal Posting,3914,2020-2025
2023,Litter Basket Request,3913,2020-2025
2023,Street Sign - Missing,3621,2020-2025
2023,Emergency Response Team (ERT),3612,2020-2025
2023,Water Conservation,3510,2020-2025
2023,Sanitation Worker or Vehicle Complaint,3343,2020-2025
2023,Broken Parking Meter,3274,2020-2025
2023,Street Sign - Dangling,3259,2020-2025
2023,Boilers,3191,2020-2025
2023,Drinking,3117,2020-2025
2023,Water Leak,3071,2020-2025
2023,Food Poisoning,2935,2020-2025
2023,Sewer Maintenance,2777,2020-2025
2023,Electrical,2525,2020-2025
2023,Unsanitary Animal Pvt Property,2321,2020-2025
2023,Paint/Plaster,2187,2020-2025
2023,Abandoned Bike,2085,2020-2025
2023,Lot Condition,1999,2020-2025
2023,Dumpster Complaint,1938,2020-2025
2023,Hazardous Materials,1824,2020-2025
2023,Heat/Hot Water,1814,2020-2025
2023,ELEVATOR,1803,2020-2025
2023,Unleashed Dog,1579,2020-2025
2023,Litter Basket Complaint,1448,2020-2025
2023,Day Care,1438,2020-2025
2023,Asbestos,1380,2020-2025
2023,School Maintenance,1376,2020-2025
2023,Standing Water,1305,2020-2025
2023,Unsanitary Condition,1263,2020-2025
2023,Door/Window,1258,2020-2025
2023,Noise - House of Worship,1236,2020-2025
2023,Water Quality,1067,2020-2025
2023,Unsanitary Pigeon Condition,1059,2020-2025
2023,OUTSIDE BUILDING,1036,2020-2025
2023,Bus Stop Shelter Complaint,1008,2020-2025
2023,Construction Lead Dust,929,2020-2025
2023,Urinating in Public,929,2020-2025
2023,Industrial Waste,840,2020-2025
2023,Investigations and Discipline (IAD),794,2020-2025
2023,Taxi Report,753,2020-2025
2023,Flooring/Stairs,695,2020-2025
2023,Non-Residential Heat,639,2020-2025
2023,General,635,2020-2025
2023,Harboring Bees/Wasps,591,2020-2025
2023,Appliance,559,2020-2025
2023,Uprooted Stump,555,2020-2025
2023,Wood Pile Remaining,551,2020-2025
2023,BEST/Site Safety,492,2020-2025
2023,Illegal Animal Kept as Pet,463,2020-2025
2023,Indoor Sewage,437,2020-2025
2023,For Hire Vehicle Report,390,2020-2025
2023,Water Maintenance,382,2020-2025
2023,Green Taxi Complaint,366,2020-2025
2023,Seasonal Collection,361,2020-2025
2023,Mosquitoes,354,2020-2025
2023,Mold,346,2020-2025
2023,Safety,307,2020-2025
2023,Drinking Water,305,2020-2025
2023,Electric,289,2020-2025
2023,Bike Rack Condition,277,2020-2025
2023,DEP Street Condition,240,2020-2025
2023,Scaffold Safety,221,2020-2025
2023,Disorderly Youth,218,2020-2025
2023,Tattooing,197,2020-2025
2023,Beach/Pool/Sauna Complaint,197,2020-2025
2023,E-Scooter,188,2020-2025
2023,Pet Shop,187,2020-2025
2023,Snow or Ice,179,2020-2025
2023,Smoking or Vaping,167,2020-2025
2023,Adopt-A-Basket,155,2020-2025
2023,LinkNYC,154,2020-2025
2023,Bus Stop Shelter Placement,152,2020-2025
2023,Unsanitary Animal Facility,136,2020-2025
2023,Water Drainage,136,2020-2025
2023,Poison Ivy,135,2020-2025
2023,AHV Inspection Unit,125,2020-2025
2023,Posting Advertisement,115,2020-2025
2023,Plant,104,2020-2025
2023,Incorrect Data,99,2020-2025
2023,Cranes and Derricks,92,2020-2025
2023,Found Property,87,2020-2025
2023,Taxi Compliment,86,2020-2025
2023,Recycling Basket Complaint,86,2020-2025
2023,Unstable Building,85,2020-2025
2023,Animal Facility - No Permit,83,2020-2025
2023,Special Natural Area District (SNAD),71,2020-2025
2023,Illegal Animal Sold,70,2020-2025
2023,Building Drinking Water Tank,55,2020-2025
2023,Institution Disposal Complaint,51,2020-2025
2023,Dept of Investigations,45,2020-2025
2023,Borough Office,44,2020-2025
2023,Special Operations,43,2020-2025
2023,Green Taxi Report,42,2020-2025
2023,Boiler,41,2020-2025
2023,Public Toilet,40,2020-2025
2023,Building Condition,33,2020-2025
2023,Squeegee,30,2020-2025
2023,Municipal Parking Facility,27,2020-2025
2023,Dispatched Taxi Complaint,25,2020-2025
2023,Lifeguard,24,2020-2025
2023,Retailer Complaint,21,2020-2025
2023,Radioactive Material,20,2020-2025
2023,Taxi Licensee Complaint,19,2020-2025
2023,Public Payphone Complaint,17,2020-2025
2023,Window Guard,15,2020-2025
2023,Cooling Tower,13,2020-2025
2023,Highway Condition,12,2020-2025
2023,X-Ray Machine/Equipment,11,2020-2025
2023,Transfer Station Complaint,10,2020-2025
2023,Calorie Labeling,9,2020-2025
2023,FHV Licensee Complaint,9,2020-2025
2023,Bottled Water,7,2020-2025
2023,Oil or Gas Spill,7,2020-2025
2023,DSNY Internal,6,2020-2025
2023,DOB Posted Notice or Order,5,2020-2025
2023,Ferry Inquiry,4,2020-2025
2023,Ferry Complaint,4,2020-2025
2023,DEP Sidewalk Condition,4,2020-2025
2023,Building Marshals office,3,2020-2025
2023,Internal Code,2,2020-2025
2023,ZTESTINT,2,2020-2025
2023,Private School Vaccine Mandate Non-Compliance,2,2020-2025
2023,Peeling Paint,2,2020-2025
2023,Construction Safety Enforcement,2,2020-2025
2023,Tanning,2,2020-2025
2023,Outside Building,2,2020-2025
2023,Bridge Condition,2,2020-2025
2023,SRDE,1,2020-2025
2023,DEP Highway Condition,1,2020-2025
2023,Executive Inspections,1,2020-2025
2023,Dispatched Taxi Compliment,1,2020-2025
2023,Face Covering Violation,1,2020-2025
2023,Trans Fat,1,2020-2025
2023,Quality of Life,1,2020-2025
2023,Unlicensed Dog,1,2020-2025
2024,Illegal Parking,502788,2020-2025
2024,Noise - Residential,378525,2020-2025
2024,HEAT/HOT WATER,264719,2020-2025
2024,Blocked Driveway,169926,2020-2025
2024,Noise - Street/Sidewalk,161576,2020-2025
2024,UNSANITARY CONDITION,120837,2020-2025
2024,Abandoned Vehicle,69578,2020-2025
2024,Noise - Commercial,68200,2020-2025
2024,PLUMBING,65884,2020-2025
2024,Water System,64740,2020-2025
2024,PAINT/PLASTER,64376,2020-2025
2024,Dirty Condition,58606,2020-2025
2024,Noise,54829,2020-2025
2024,Street Condition,50835,2020-2025
2024,Noise - Vehicle,48195,2020-2025
2024,DOOR/WINDOW,46353,2020-2025
2024,WATER LEAK,45166,2020-2025
2024,Derelict Vehicles,44773,2020-2025
2024,Encampment,42218,2020-2025
2024,Traffic Signal Condition,40070,2020-2025
2024,Rodent,39475,2020-2025
2024,Homeless Person Assistance,39328,2020-2025
2024,Illegal Dumping,38221,2020-2025
2024,General Construction/Plumbing,36743,2020-2025
2024,Missed Collection,32932,2020-2025
2024,GENERAL,31787,2020-2025
2024,Damaged Tree,31477,2020-2025
2024,Street Light Condition,28772,2020-2025
2024,Noise - Helicopter,28684,2020-2025
2024,ELECTRIC,28123,2020-2025
2024,FLOORING/STAIRS,27797,2020-2025
2024,Maintenance or Facility,26154,2020-2025
2024,Sewer,25988,2020-2025
2024,Vendor Enforcement,25809,2020-2025
2024,Lead,25662,2020-2025
2024,Sidewalk Condition,25045,2020-2025
2024,Non-Emergency Police Matter,23617,2020-2025
2024,Drug Activity,23277,2020-2025
2024,APPLIANCE,22577,2020-2025
2024,For Hire Vehicle Complaint,22554,2020-2025
2024,Graffiti,22119,2020-2025
2024,Overgrown Tree/Branches,21958,2020-2025
2024,New Tree Request,20958,2020-2025
2024,Building/Use,20885,2020-2025
2024,Elevator,20845,2020-2025
2024,Obstruction,19852,2020-2025
2024,Consumer Complaint,19708,2020-2025
2024,SAFETY,13219,2020-2025
2024,Food Establishment,12418,2020-2025
2024,Panhandling,12160,2020-2025
2024,Residential Disposal Complaint,11973,2020-2025
2024,Illegal Fireworks,11087,2020-2025
2024,Root/Sewer/Sidewalk Condition,10528,2020-2025
2024,Dead/Dying Tree,9948,2020-2025
2024,Animal-Abuse,9636,2020-2025
2024,Dead Animal,9603,2020-2025
2024,Air Quality,9194,2020-2025
2024,Traffic,9011,2020-2025
2024,Indoor Air Quality,8326,2020-2025
2024,Noise - Park,8218,2020-2025
2024,Street Sweeping Complaint,7943,2020-2025
2024,Mobile Food Vendor,7085,2020-2025
2024,Curb Condition,7038,2020-2025
2024,Taxi Complaint,6516,2020-2025
2024,Lost Property,6276,2020-2025
2024,Outdoor Dining,6179,2020-2025
2024,Real Time Enforcement,6150,2020-2025
2024,Animal in a Park,5557,2020-2025
2024,Illegal Tree Damage,5107,2020-2025
2024,Snow or Ice,5084,2020-2025
2024,Violation of Park Rules,4849,2020-2025
2024,Street Sign - Damaged,4741,2020-2025
2024,Illegal Posting,4509,2020-2025
2024,Drinking,4439,2020-2025
2024,Special Projects Inspection Team (SPIT),4398,2020-2025
2024,Bike/Roller/Skate Chronic,4320,2020-2025
2024,Water Conservation,3909,2020-2025
2024,Litter Basket Request,3785,2020-2025
2024,Smoking or Vaping,3590,2020-2025
2024,Street Sign - Dangling,3425,2020-2025
2024,Street Sign - Missing,3372,2020-2025
2024,Emergency Response Team (ERT),3343,2020-2025
2024,Commercial Disposal Complaint,3268,2020-2025
2024,Food Poisoning,3183,2020-2025
2024,Plumbing,3126,2020-2025
2024,Boilers,2801,2020-2025
2024,Sanitation Worker or Vehicle Complaint,2708,2020-2025
2024,Broken Parking Meter,2602,2020-2025
2024,Abandoned Bike,2508,2020-2025
2024,Unsanitary Animal Pvt Property,2380,2020-2025
2024,Electrical,2324,2020-2025
2024,Hazardous Materials,1909,2020-2025
2024,Dumpster Complaint,1822,2020-2025
2024,Lot Condition,1813,2020-2025
2024,School Maintenance,1734,2020-2025
2024,ELEVATOR,1681,2020-2025
2024,Unleashed Dog,1612,2020-2025
2024,Day Care,1536,2020-2025
2024,Unsanitary Pigeon Condition,1444,2020-2025
2024,Asbestos,1435,2020-2025
2024,Standing Water,1419,2020-2025
2024,Litter Basket Complaint,1376,2020-2025
2024,Construction Lead Dust,1335,2020-2025
2024,OUTSIDE BUILDING,1301,2020-2025
2024,Noise - House of Worship,1290,2020-2025
2024,Water Quality,1279,2020-2025
2024,Urinating in Public,1151,2020-2025
2024,Bus Stop Shelter Complaint,1079,2020-2025
2024,Smoking,970,2020-2025
2024,Wood Pile Remaining,887,2020-2025
2024,Non-Residential Heat,865,2020-2025
2024,Industrial Waste,861,2020-2025
2024,Disorderly Youth,826,2020-2025
2024,E-Scooter,786,2020-2025
2024,Investigations and Discipline (IAD),774,2020-2025
2024,Taxi Report,641,2020-2025
2024,Illegal Animal Kept as Pet,532,2020-2025
2024,Indoor Sewage,505,2020-2025
2024,Harboring Bees/Wasps,486,2020-2025
2024,For Hire Vehicle Report,475,2020-2025
2024,BEST/Site Safety,451,2020-2025
2024,Mosquitoes,430,2020-2025
2024,Mold,381,2020-2025
2024,Green Taxi Complaint,369,2020-2025
2024,Drinking Water,359,2020-2025
2024,Uprooted Stump,312,2020-2025
2024,Plant,256,2020-2025
2024,Beach/Pool/Sauna Complaint,211,2020-2025
2024,Bus Stop Shelter Placement,194,2020-2025
2024,Tattooing,191,2020-2025
2024,DEP Street Condition,190,2020-2025
2024,Pet Shop,177,2020-2025
2024,Scaffold Safety,172,2020-2025
2024,LinkNYC,153,2020-2025
2024,Illegal Animal Sold,142,2020-2025
2024,Bike Rack Condition,141,2020-2025
2024,Seasonal Collection,140,2020-2025
2024,Poison Ivy,137,2020-2025
2024,Bike Rack,134,2020-2025
2024,Posting Advertisement,130,2020-2025
2024,Taxi Compliment,89,2020-2025
2024,Recycling Basket Complaint,88,2020-2025
2024,Cranes and Derricks,83,2020-2025
2024,Animal Facility - No Permit,76,2020-2025
2024,Unsanitary Animal Facility,72,2020-2025
2024,Found Property,70,2020-2025
2024,AHV Inspection Unit,58,2020-2025
2024,Institution Disposal Complaint,47,2020-2025
2024,Building Drinking Water Tank,46,2020-2025
2024,Incorrect Data,41,2020-2025
2024,Special Natural Area District (SNAD),41,2020-2025
2024,Public Toilet,39,2020-2025
2024,Bench,38,2020-2025
2024,Borough Office,36,2020-2025
2024,Green Taxi Report,35,2020-2025
2024,Dept of Investigations,33,2020-2025
2024,Lifeguard,32,2020-2025
2024,Dispatched Taxi Complaint,22,2020-2025
2024,Adopt-A-Basket,19,2020-2025
2024,Squeegee,17,2020-2025
2024,Calorie Labeling,16,2020-2025
2024,Cooling Tower,14,2020-2025
2024,Window Guard,13,2020-2025
2024,Taxi Licensee Complaint,13,2020-2025
2024,Wayfinding,13,2020-2025
2024,Retailer Complaint,11,2020-2025
2024,Oil or Gas Spill,8,2020-2025
2024,Radioactive Material,7,2020-2025
2024,SNW,7,2020-2025
2024,Highway Condition,7,2020-2025
2024,Special Operations,7,2020-2025
2024,FHV Licensee Complaint,7,2020-2025
2024,Tobacco or Non-Tobacco Sale,7,2020-2025
2024,Transfer Station Complaint,6,2020-2025
2024,Leaning Bar,6,2020-2025
2024,X-Ray Machine/Equipment,5,2020-2025
2024,Building Marshal's Office,5,2020-2025
2024,Building Condition,4,2020-2025
2024,DEP Sidewalk Condition,4,2020-2025
2024,Public Payphone Complaint,4,2020-2025
2024,Building Marshals office,2,2020-2025
2024,Tanning,2,2020-2025
2024,Executive Inspections,2,2020-2025
2024,Peeling Paint,2,2020-2025
2024,DSNY Internal,1,2020-2025
2024,Highway Sign - Damaged,1,2020-2025
2024,Sustainability Enforcement,1,2020-2025
2024,DEP Highway Condition,1,2020-2025
2024,Municipal Parking Facility,1,2020-2025
2024,Stalled Sites,1,2020-2025
2024,Bridge Condition,1,2020-2025
2024,Facade Insp Safety Pgm,1,2020-2025
2025,Illegal Parking,574074,2020-2025
2025,Noise - Residential,462660,2020-2025
2025,HEAT/HOT WATER,315920,2020-2025
2025,Blocked Driveway,172486,2020-2025
2025,Noise - Street/Sidewalk,171894,2020-2025
2025,UNSANITARY CONDITION,117739,2020-2025
2025,Water System,76358,2020-2025
2025,PLUMBING,69542,2020-2025
2025,Abandoned Vehicle,67238,2020-2025
2025,Noise - Commercial,63822,2020-2025
2025,Dirty Condition,60631,2020-2025
2025,PAINT/PLASTER,59239,2020-2025
2025,Noise,55130,2020-2025
2025,Street Condition,50728,2020-2025
2025,Encampment,47244,2020-2025
2025,DOOR/WINDOW,45451,2020-2025
2025,Traffic Signal Condition,44917,2020-2025
2025,Missed Collection,42977,2020-2025
2025,Noise - Vehicle,42785,2020-2025
2025,Derelict Vehicles,39637,2020-2025
2025,Illegal Dumping,38518,2020-2025
2025,WATER LEAK,38396,2020-2025
2025,Homeless Person Assistance,36903,2020-2025
2025,General Construction/Plumbing,35027,2020-2025
2025,GENERAL,33182,2020-2025
2025,Street Light Condition,32197,2020-2025
2025,Rodent,31247,2020-2025
2025,ELECTRIC,30589,2020-2025
2025,Damaged Tree,29913,2020-2025
2025,Vendor Enforcement,29009,2020-2025
2025,Drug Activity,27953,2020-2025
2025,FLOORING/STAIRS,26599,2020-2025
2025,Sewer,25876,2020-2025
2025,Sidewalk Condition,25693,2020-2025
2025,Non-Emergency Police Matter,24594,2020-2025
2025,Maintenance or Facility,23970,2020-2025
2025,APPLIANCE,22493,2020-2025
2025,Elevator,21410,2020-2025
2025,Building/Use,20710,2020-2025
2025,Noise - Helicopter,20553,2020-2025
2025,Obstruction,19529,2020-2025
2025,Overgrown Tree/Branches,18950,2020-2025
2025,Graffiti,18584,2020-2025
2025,Lead,18494,2020-2025
2025,Consumer Complaint,18081,2020-2025
2025,For Hire Vehicle Complaint,17950,2020-2025
2025,Snow or Ice,16469,2020-2025
2025,Residential Disposal Complaint,16342,2020-2025
2025,Food Establishment,12801,2020-2025
2025,SAFETY,12751,2020-2025
2025,Panhandling,12450,2020-2025
2025,Traffic,11537,2020-2025
2025,Illegal Fireworks,11254,2020-2025
2025,Animal-Abuse,10488,2020-2025
2025,Root/Sewer/Sidewalk Condition,10434,2020-2025
2025,Dead/Dying Tree,10426,2020-2025
2025,Dead Animal,10313,2020-2025
2025,Noise - Park,10043,2020-2025
2025,Air Quality,9714,2020-2025
2025,Taxi Complaint,9306,2020-2025
2025,Indoor Air Quality,8614,2020-2025
2025,Curb Condition,8066,2020-2025
2025,Street Sweeping Complaint,6867,2020-2025
2025,Lost Property,6373,2020-2025
2025,Smoking or Vaping,6273,2020-2025
2025,Real Time Enforcement,5635,2020-2025
2025,Animal in a Park,5407,2020-2025
2025,Illegal Tree Damage,5360,2020-2025
2025,Illegal Posting,5303,2020-2025
2025,Street Sign - Damaged,5199,2020-2025
2025,Mobile Food Vendor,4902,2020-2025
